Source,AName,AType,ASource,Target,BName,BType,BSource
FD09747,neurofibromatosis,disease,faers,FG1366,HGS,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG2779,PXN,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG0795,DEFB4A,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG0364,CADM1,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG2924,SDCBP,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG0793,DEFB1,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG3306,TLR2,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG1521,IL1A,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG3156,SRD5A1,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG2927,SDHD,gene,MalaCards
FD09747,neurofibromatosis,disease,faers,FG2660,PPARA,gene,MalaCards
FD09748,neurofibrosarcoma,disease,faers,FG2299,MXI1,gene,MalaCards
FD09748,neurofibrosarcoma,disease,faers,FG2356,NF1,gene,MalaCards
FD09748,neurofibrosarcoma,disease,faers,FG2357,NF2,gene,MalaCards
FD09748,neurofibrosarcoma,disease,faers,FG3366,TP73,gene,MalaCards
FD09751,neurogenic bladder,disease,faers,FG2487,P2RX1,gene,MalaCards
FD09751,neurogenic bladder,disease,faers,FG3217,TACR1,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG2583,PIK3C2A,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG0751,CYP2D6,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG0863,DRD2,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG1877,MB,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG2368,NHLRC1,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG1449,HTR1A,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG0574,CHKA,gene,MalaCards
FD09756,neuroleptic malignant syndrome,disease,faers,FG0575,CHKB,gene,MalaCards
FD09769,neuroma,disease,faers,FG2357,NF2,gene,MalaCards
FD09769,neuroma,disease,faers,FG0004,ABCA2,gene,MalaCards
FD09769,neuroma,disease,faers,FG2820,RDX,gene,MalaCards
FD09769,neuroma,disease,faers,FG0996,EZR,gene,MalaCards
FD09769,neuroma,disease,faers,FG2248,MSN,gene,MalaCards
FD09769,neuroma,disease,faers,FG2356,NF1,gene,MalaCards
FD09769,neuroma,disease,faers,FG0970,ERBB3,gene,MalaCards
FD09769,neuroma,disease,faers,FG2367,NGFR,gene,MalaCards
FD09776,neuromyelitis optica,disease,faers,FG0192,AQP4,gene,MalaCards
FD09776,neuromyelitis optica,disease,faers,FG1881,MBP,gene,MalaCards
FD09779,neuromyotonia,disease,faers,FG1373,HINT1,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG0680,CSF3R,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG2030,MIR223,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG0679,CSF3,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG1591,JAK2,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG1094,FLT3,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG0670,CRP,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG1536,IL3,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG1542,IL6,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG0678,CSF2,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG2752,PTHLH,gene,MalaCards
FD09816,neutrophilia,disease,faers,FG2235,MPO,gene,MalaCards
FD09817,neutrophilic dermatosis,disease,faers,FG0679,CSF3,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG3080,SMPD1,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG0573,CHIT1,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG2405,NPC1,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG2406,NPC2,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG0216,ASAH2,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG2729,PSAP,gene,MalaCards
FD09826,niemann-pick disease,disease,faers,FG1837,M6PR,gene,MalaCards
FD09827,night blindness,disease,faers,FG2543,PDE6B,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG2329,NBN,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG0234,ATM,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG2788,RAD50,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG2239,MRE11,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG1326,H2AX,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG1718,LIG4,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG0324,BRCA1,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG3511,WRN,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG3262,TERF2,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG0568,CHEK2,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG0778,DCLRE1C,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG1029,FANCD2,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG3075,SMC1A,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG0112,AICDA,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG2860,RPA1,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG0306,BLM,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG1717,LIG1,gene,MalaCards
FD09830,nijmegen breakage syndrome,disease,faers,FG2423,NQO1,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1937,MIR122,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1936,MIR10B,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2249,MSR1,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1788,LIVAR,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1793,LNCARSR,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2019,MIR21,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2073,MIR34A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1958,MIR140,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2027,MIR22,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2069,MIR33A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2041,MIR27A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2008,MIR200A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2042,MIR27B,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2009,MIR200B,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1951,MIR132,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2047,MIR29C,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2038,MIR26A1,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1988,MIR183,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2088,MIR378A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2055,MIR31,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1942,MIR126,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1979,MIR17,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1949,MIR130A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1934,MIR107,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2050,MIR30A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2010,MIR200C,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2187,MIRLET7C,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2096,MIR429,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1978,MIR16-1,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2188,MIRLET7D,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2053,MIR30D,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1971,MIR151A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2101,MIR451A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1973,MIR154,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG1992,MIR187,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2012,MIR203A,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2178,MIR95,gene,MalaCards
FD09878,non-alcoholic fatty liver,disease,faers,FG2189,MIRLET7E,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2759,PTPN11,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG3121,SOS1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2793,RAF1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1658,KRAS,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2437,NRAS,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2842,RIT1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG0408,CBL,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG3122,SOS2,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2872,RRAS2,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1856,MAP2K1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG0323,BRAF,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1423,HRAS,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1857,MAP2K2,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1222,GJB2,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2979,SHOC2,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG2356,NF1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG0036,ACP1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1490,IGF1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1497,IGFBP3,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1862,MAPK1,gene,MalaCards
FD09918,noonan syndrome,disease,faers,FG1211,GHR,gene,MalaCards
FD09959,obesity,disease,faers,FG1701,LEP,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG1453,HTR2A,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG3051,SLC6A4,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG0643,COMT,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG1450,HTR1B,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG0865,DRD4,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG1449,HTR1A,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG2967,SGCE,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG3050,SLC6A3,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG1852,MAOA,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG0293,BDNF,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG0863,DRD2,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG1457,HTR3A,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG3002,SLC1A1,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG2485,OXT,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG3371,TPH2,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG0864,DRD3,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG0862,DRD1,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG3370,TPH1,gene,MalaCards
FD09965,obsessive-compulsive disorder,disease,faers,FG2558,PDYN,gene,MalaCards
FD09995,ochronosis,disease,faers,FG1364,HGD,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG3430,TYR,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG1266,GPR143,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG2194,MITF,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG2821,RECK,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG1225,GK,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG1260,GPBAR1,gene,MalaCards
FD09996,ocular albinism,disease,faers,FG3193,STS,gene,MalaCards
FD10000,ocular hypertension,disease,faers,FG2313,MYOC,gene,MalaCards
FD10000,ocular hypertension,disease,faers,FG2431,NR3C1,gene,MalaCards
FD10000,ocular hypertension,disease,faers,FG2475,OPTN,gene,MalaCards
FD10003,ocular lymphoma,disease,faers,FG0729,CXCR5,gene,MalaCards
FD10003,ocular lymphoma,disease,faers,FG0728,CXCR4,gene,MalaCards
FD10003,ocular lymphoma,disease,faers,FG1506,IL10,gene,MalaCards
FD10004,ocular melanoma,disease,faers,FG2536,PDCD6,gene,MalaCards
FD10004,ocular melanoma,disease,faers,FG1844,MAGEA3,gene,MalaCards
FD10004,ocular melanoma,disease,faers,FG1843,MAGEA1,gene,MalaCards
FD10004,ocular melanoma,disease,faers,FG1883,MC1R,gene,MalaCards
FD10004,ocular melanoma,disease,faers,FG0325,BRCA2,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG2459,OCRL,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG1557,INPP5J,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG1556,INPP5E,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG1817,LRP2,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG1174,GALK1,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG2319,NAGLU,gene,MalaCards
FD10019,oculocerebrorenal syndrome,disease,faers,FG0531,CDKN3,gene,MalaCards
FD10025,oedema,disease,faers,FG2955,SERPING1,gene,MalaCards
FD10025,oedema,disease,faers,FG0999,F12,gene,MalaCards
FD10025,oedema,disease,faers,FG2619,PLG,gene,MalaCards
FD10056,oesophageal fistula,disease,faers,FG0325,BRCA2,gene,MalaCards
FD10056,oesophageal fistula,disease,faers,FG1028,FANCC,gene,MalaCards
FD10056,oesophageal fistula,disease,faers,FG2498,PALB2,gene,MalaCards
FD10056,oesophageal fistula,disease,faers,FG2391,NOG,gene,MalaCards
FD10127,oligohydramnios,disease,faers,FG0094,AFP,gene,MalaCards
FD10127,oligohydramnios,disease,faers,FG2485,OXT,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG2795,RAG2,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG0778,DCLRE1C,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG2794,RAG1,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG1718,LIG4,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG0054,ADA,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG0114,AIRE,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG1541,IL5,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG1501,IGHE,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG3346,TNFRSF8,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG1539,IL4,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG0677,CSF1R,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG0676,CSF1,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG2300,MYB,gene,MalaCards
FD10132,omenn syndrome,disease,faers,FG2940,SERPINA3,gene,MalaCards
FD10136,onchocerciasis,disease,faers,FG1541,IL5,gene,MalaCards
FD10136,onchocerciasis,disease,faers,FG2816,RBP3,gene,MalaCards
FD10136,onchocerciasis,disease,faers,FG2846,RNASE3,gene,MalaCards
FD10136,onchocerciasis,disease,faers,FG0968,EPX,gene,MalaCards
FD10136,onchocerciasis,disease,faers,FG0375,CALR,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2260,MT-ND6,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1089,FLCN,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1672,KRT7,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG0510,CDH16,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG0607,CLDN7,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2776,PVALB,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG3481,VIM,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2890,S100A1,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG0147,AMACR,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1635,KIT,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2208,MME,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2284,MUC1,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG0358,CA9,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG3017,SLC25A5,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG3215,SYP,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1668,KRT20,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1674,KRT8,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1662,KRT14,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1665,KRT18,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG0406,CAV1,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2438,NRF1,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1666,KRT19,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG3480,VHL,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG1081,FH,gene,MalaCards
FD10137,oncocytoma,disease,faers,FG2505,PAX2,gene,MalaCards
FD10167,ophthalmoplegia,disease,faers,FG2469,OPA1,gene,MalaCards
FD10167,ophthalmoplegia,disease,faers,FG1915,MFN2,gene,MalaCards
FD10167,ophthalmoplegia,disease,faers,FG0733,CYCS,gene,MalaCards
FD10167,ophthalmoplegia,disease,faers,FG0847,DNM3,gene,MalaCards
FD10172,opisthorchiasis,disease,faers,FG1207,GGT1,gene,MalaCards
FD10176,oppositional defiant disorder,disease,faers,FG0865,DRD4,gene,MalaCards
FD10176,oppositional defiant disorder,disease,faers,FG3050,SLC6A3,gene,MalaCards
FD10176,oppositional defiant disorder,disease,faers,FG3049,SLC6A2,gene,MalaCards
FD10178,optic atrophy,disease,faers,FG2469,OPA1,gene,MalaCards
FD10178,optic atrophy,disease,faers,FG1915,MFN2,gene,MalaCards
FD10178,optic atrophy,disease,faers,FG0733,CYCS,gene,MalaCards
FD10178,optic atrophy,disease,faers,FG0847,DNM3,gene,MalaCards
FD10187,optic nerve hypoplasia,disease,faers,FG2508,PAX6,gene,MalaCards
FD10191,optic neuropathy,disease,faers,FG1255,GP1BA,gene,MalaCards
FD10191,optic neuropathy,disease,faers,FG2542,PDE5A,gene,MalaCards
FD10191,optic neuropathy,disease,faers,FG2277,MTHFR,gene,MalaCards
FD10191,optic neuropathy,disease,faers,FG1004,F5,gene,MalaCards
FD10199,oral candidiasis,disease,faers,FG2985,SKAP2,gene,MalaCards
FD10199,oral candidiasis,disease,faers,FG0795,DEFB4A,gene,MalaCards
FD10199,oral candidiasis,disease,faers,FG1827,LTF,gene,MalaCards
FD10199,oral candidiasis,disease,faers,FG1448,HTN3,gene,MalaCards
FD10199,oral candidiasis,disease,faers,FG0260,B2M,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG3365,TP63,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG1467,ICAM1,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG0487,CD58,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG3472,VCAM1,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG0396,CASP3,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG1446,HSPD1,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG0274,BAX,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG1521,IL1A,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG1442,HSPA8,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG0437,CCL5,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG1439,HSPA4,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG2210,MMP1,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG0727,CXCR3,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG3299,TIMP2,gene,MalaCards
FD10211,oral lichen planus,disease,faers,FG0457,CCR5,gene,MalaCards
FD10242,orf,disease,faers,FG1700,LEMD3,gene,MalaCards
FD10242,orf,disease,faers,FG0914,ELN,gene,MalaCards
FD10286,orthostatic hypotension,disease,faers,FG0773,DBH,gene,MalaCards
FD10287,orthostatic intolerance,disease,faers,FG3049,SLC6A2,gene,MalaCards
FD10287,orthostatic intolerance,disease,faers,FG1042,FBN1,gene,MalaCards
FD10287,orthostatic intolerance,disease,faers,FG2553,PDLIM1,gene,MalaCards
FD10287,orthostatic intolerance,disease,faers,FG0104,AGTR1,gene,MalaCards
FD10287,orthostatic intolerance,disease,faers,FG3404,TSHR,gene,MalaCards
FD10293,osteitis,disease,faers,FG0297,BGLAP,gene,MalaCards
FD10293,osteitis,disease,faers,FG2750,PTH,gene,MalaCards
FD10293,osteitis,disease,faers,FG0402,CASR,gene,MalaCards
FD10293,osteitis,disease,faers,FG1242,GNAS,gene,MalaCards
FD10293,osteitis,disease,faers,FG2554,PDLIM3,gene,MalaCards
FD10293,osteitis,disease,faers,FG0260,B2M,gene,MalaCards
FD10296,osteoarthritis,disease,faers,FG0030,ACAN,gene,MalaCards
FD10300,osteochondritis,disease,faers,FG0030,ACAN,gene,MalaCards
FD10304,osteodystrophy,disease,faers,FG3234,TBC1D24,gene,MalaCards
FD10304,osteodystrophy,disease,faers,FG2463,OGDH,gene,MalaCards
FD10305,osteogenesis imperfecta,disease,faers,FG0631,COL1A1,gene,MalaCards
FD10305,osteogenesis imperfecta,disease,faers,FG0632,COL1A2,gene,MalaCards
FD10305,osteogenesis imperfecta,disease,faers,FG0476,CD36,gene,MalaCards
FD10305,osteogenesis imperfecta,disease,faers,FG0297,BGLAP,gene,MalaCards
FD10306,osteolysis,disease,faers,FG1790,LMNA,gene,MalaCards
FD10306,osteolysis,disease,faers,FG3546,ZMPSTE24,gene,MalaCards
FD10320,osteopathia striata,disease,faers,FG0150,AMER1,gene,MalaCards
FD10323,osteopetrosis,disease,faers,FG0600,CLCN7,gene,MalaCards
FD10323,osteopetrosis,disease,faers,FG3348,TNFSF11,gene,MalaCards
FD10323,osteopetrosis,disease,faers,FG0297,BGLAP,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0631,COL1A1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0632,COL1A2,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1818,LRP5,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0371,CALCR,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0763,DANCR,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0980,ESR1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0297,BGLAP,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0370,CALCA,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3348,TNFSF11,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3337,TNFRSF11B,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3336,TNFRSF11A,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3475,VDR,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2884,RUNX2,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2750,PTH,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1490,IGF1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0739,CYP19A1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0705,CTSK,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0747,CYP27B1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0038,ACP5,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0476,CD36,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2751,PTH1R,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3145,SPP1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3511,WRN,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0981,ESR2,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3123,SOST,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3132,SP7,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2431,NR3C1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2752,PTHLH,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0753,CYP3A4,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0355,CA2,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0309,BMP2,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0535,CDX2,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1466,IBSP,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1192,GC,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2754,PTK2B,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1057,FDPS,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2692,PRKAR1A,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0814,DKK1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0402,CASR,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1508,IL11,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2507,PAX5,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1819,LRP6,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1701,LEP,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2975,SHBG,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0145,ALPP,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1525,IL1RN,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3065,SLPI,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3056,SLC7A7,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0676,CSF1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1070,FGF23,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3136,SPARC,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1497,IGFBP3,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1920,MGP,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1912,MEPE,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG1394,HMGCR,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG2960,SFRP1,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG3435,UBXN11,gene,MalaCards
FD10326,osteoporosis,disease,faers,FG0144,ALPL,gene,MalaCards
